3 15 1 
4.18608 15.9613 1.52339 
5.36478 17.208 2.26543 
6.56268 18.7128 3.26329 
7.80094 20.4422 4.56542 
9.09507 22.3515 6.22987 
10.454 24.3774 8.32101 
11.8785 26.4315 10.9039 
13.3596 28.3928 14.0349 
14.8757 30.1043 17.7473 
16.3906 31.374 22.033 
17.8522 31.9865 26.8206 
19.1924 31.7272 31.9569 
20.3308 30.4203 37.1987 
21.1817 27.9758 42.2253 
21.6649 24.4306 46.6776 
21.7184 19.9681 50.2209 
21.3099 14.8998 52.6137 
20.4443 9.61154 53.7599 
19.1629 4.48741 53.7225 
17.5368 -0.159329 52.6964 
15.655 -4.128 50.953 
13.6111 -7.33706 48.7793 
11.4927 -9.80324 46.4306 
9.37405 -11.6076 44.1049 
7.31281 -12.8622 41.9369 
5.35016 -13.684 40.0052 
3.51264 -14.1795 38.345 
1.81498 -14.4368 36.962 
0.263053 -14.5243 35.8432 
-1.14338 -14.492 34.9652 
-2.40855 -14.3744 34.3 
-3.53898 -14.1945 33.8185 
-4.54228 -13.9661 33.4917 
-5.42638 -13.6975 33.2922 
-6.19902 -13.3927 33.1944 
-6.86746 -13.054 33.1747 
-7.43847 -12.6824 33.2111 
-7.91823 -12.2792 33.2838 
-8.31252 -11.8464 33.3749 
-8.62678 -11.3868 33.4683 
-8.86625 -10.9044 33.5503 
-9.03614 -10.4045 33.6091 
-9.14167 -9.89289 33.6354 
-9.18819 -9.37644 33.622 
-9.18118 -8.86215 33.564 
-9.12629 -8.35708 33.4586 
-9.02928 -7.86799 33.3049 
-8.89598 -7.40103 33.1037 
-8.73222 -6.96159 32.8571 
-8.54374 -6.55409 32.5683 
-8.33611 -6.18195 32.2415 
-8.11463 -5.84758 31.881 
-7.8843 -5.55241 31.4918 
-7.64972 -5.29703 31.0786 
-7.41508 -5.08123 30.6462 
-7.18412 -4.90423 30.1992 
-6.96012 -4.76477 29.7416 
-6.74592 -4.66122 29.2774 
-6.54391 -4.59179 28.8101 
-6.3561 -4.55455 28.3428 
-6.18409 -4.54757 27.8784 
-6.02917 -4.56898 27.4192 
-5.89233 -4.61704 26.9677 
-5.77432 -4.69014 26.5257 
-5.67564 -4.78686 26.0952 
-5.59665 -4.90598 25.6779 
-5.53755 -5.04647 25.2754 
-5.49845 -5.20748 24.8893 
-5.47936 -5.38835 24.5211 
-5.48023 -5.58857 24.1725 
-5.50099 -5.80775 23.845 
-5.54154 -6.04562 23.5403 
-5.60177 -6.30196 23.2602 
-5.68154 -6.57659 23.0065 
-5.78073 -6.86931 22.7812 
-5.89921 -7.17986 22.5864 
-6.03681 -7.50788 22.4244 
-6.19335 -7.85282 22.2977 
-6.36862 -8.2139 22.2088 
-6.5623 -8.59003 22.1604 
-6.77401 -8.97976 22.1553 
-7.00325 -9.38115 22.1963 
-7.24934 -9.79173 22.2864 
-7.5114 -10.2084 22.4283 
-7.78832 -10.6274 22.6246 
-8.07869 -11.044 22.8777 
-8.38075 -11.453 23.1894 
-8.69236 -11.8481 23.5609 
-9.01097 -12.2223 23.9926 
-9.33353 -12.5676 24.4836 
-9.65654 -12.8758 25.0318 
-9.97597 -13.1379 25.6337 
-10.2874 -13.3449 26.2839 
-10.5858 -13.4881 26.9748 
-10.866 -13.5594 27.6974 
-11.1226 -13.5518 28.4403 
-11.35 -13.46 29.1906 
-11.5429 -13.2809 29.9339 
-11.696 -13.0138 30.6549 
-11.805 -12.6611 31.338 
-11.8661 -12.228 31.9679 
-11.8767 -11.7226 32.5306 
-11.835 -11.1558 33.0138 
-11.7409 -10.5404 33.4076 
-11.5955 -9.89094 33.7053 
-11.401 -9.22239 33.9031 
-11.1612 -8.54984 34.0004 
-10.8805 -7.88752 33.9995 
-10.5645 -7.24828 33.9055 
-10.2193 -6.64305 33.7254 
-9.85144 -6.08064 33.4676 
-9.46737 -5.56757 33.1417 
-9.0736 -5.10815 32.7576 
-8.67627 -4.70466 32.3249 
-8.28109 -4.35759 31.853 
-7.89318 -4.066 31.3505 
-7.51704 -3.82782 30.8252 
-7.1565 -3.64019 30.2841 
-6.81472 -3.49972 29.7329 
-6.49424 -3.40277 29.1769 
-6.19698 -3.34564 28.6201 
-5.92436 -3.32475 28.0662 
-5.6773 -3.33672 27.5181 
-5.45636 -3.3785 26.9782 
-5.26176 -3.44739 26.4485 
-5.09344 -3.54106 25.9309 
-4.95117 -3.65759 25.4267 
-4.83458 -3.79542 24.9374 
-4.74317 -3.95338 24.4641 
-4.67644 -4.13062 24.0081 
-4.63383 -4.32661 23.5704 
-4.61482 -4.54109 23.1524 
-4.61893 -4.77406 22.7552 
-4.64572 -5.0257 22.3803 
-4.69482 -5.29636 22.0291 
-4.76594 -5.58652 21.7033 
-4.85887 -5.89675 21.4047 
-4.97348 -6.22763 21.1354 
-5.10969 -6.57974 20.8978 
-5.2675 -6.95358 20.6942 
-5.44692 -7.3495 20.5276 
-5.64803 -7.76761 20.4011 
-5.87085 -8.20775 20.3182 
-6.1154 -8.66931 20.2825 
-6.38159 -9.15118 20.2982 
-6.66922 -9.6516 20.3694 
-6.9779 -10.168 20.5007 
-7.30697 -10.6968 20.6966 
-7.65549 -11.2336 20.9616 
-8.02206 -11.7723 21.3 
-8.40483 -12.3059 21.7155 
-8.80135 -12.8256 22.2112 
-9.20852 -13.3212 22.7889 
-9.62248 -13.7812 23.449 
-10.0386 -14.1926 24.1895 
-10.4513 -14.5415 25.0064 
-10.8544 -14.8135 25.8925 
-11.2407 -14.9943 26.8373 
-11.6024 -15.0707 27.8269 
-11.9315 -15.0311 28.844 
-12.2196 -14.867 29.8681 
-12.4583 -14.5737 30.8764 
-12.6402 -14.1511 31.8444 
-12.7585 -13.6045 32.7474 
-12.8079 -12.9441 33.5618 
-12.7849 -12.1857 34.2667 
-12.6879 -11.3489 34.8452 
-12.5177 -10.4567 35.2851 
-12.277 -9.53337 35.58 
-11.9709 -8.60353 35.729 
-11.6061 -7.69025 35.7366 
-11.1907 -6.81398 35.6117 
-10.7339 -5.99163 35.3669 
-10.2455 -5.23606 35.017 
-9.73528 -4.55602 34.5777 
-9.21276 -3.95635 34.0652 
-8.68684 -3.43843 33.4948 
-8.1656 -3.00081 32.8806 
-7.65605 -2.63986 32.2351 
-7.16416 -2.35042 31.5689 
-6.69474 -2.12636 30.8909 
-6.25156 -1.96112 30.2082 
-5.83742 -1.84808 29.5266 
-5.45419 -1.78082 28.8505 
-5.103 -1.75341 28.1831 
-4.78433 -1.76044 27.527 
-4.49813 -1.7972 26.884 
-4.24393 -1.8596 26.2553 
-4.02097 -1.94426 25.6418 
-3.82824 -2.04843 25.0442 
-3.66461 -2.16995 24.4631 
-3.5289 -2.30721 23.8987 
-3.41987 -2.45912 23.3514 
-3.33636 -2.62501 22.8216 
-3.27725 -2.80463 22.3096 
-3.24152 -2.99808 21.8157 
-3.22828 -3.20574 21.3406 
-3.23678 -3.42831 20.8848 
-3.26641 -3.66669 20.449 
-3.31672 -3.92201 20.034 
-3.3874 -4.19557 19.641 
-3.47833 -4.48883 19.2712 
-3.58953 -4.80335 18.926 
-3.72118 -5.14082 18.6073 
-3.87359 -5.50298 18.317 
-4.04723 -5.89157 18.0576 
-4.24267 -6.30833 17.8318 
-4.46061 -6.7549 17.643 
-4.7018 -7.23276 17.4948 
-4.96708 -7.74312 17.3916 
-5.25729 -8.28682 17.3382 
-5.57325 -8.86416 17.3401 
-5.9157 -9.47474 17.4036 
-6.28522 -10.1172 17.5353 
-6.68217 -10.7891 17.7427 
-7.10655 -11.4865 18.0336 
-7.55791 -12.2034 18.4162 
-8.03518 -12.9321 18.8988 
-8.53653 -13.6621 19.489 
-9.05919 -14.3803 20.194 
-9.59925 -15.0705 21.0189 
-10.1515 -15.7137 21.9667 
-10.7092 -16.2877 23.0368 
-11.2642 -16.7683 24.2241 
-11.8065 -17.1296 25.5179 
-12.3247 -17.3459 26.9011 
-12.8063 -17.3929 28.3496 
-13.2374 -17.2505 29.8324 
-13.6042 -16.9044 31.3123 
-13.8931 -16.3489 32.7474 
-14.0916 -15.5885 34.0938 
-14.1895 -14.6385 35.3085 
-14.1795 -13.5248 36.3531 
-14.058 -12.2827 37.1964 
-13.8252 -10.9538 37.8175 
-13.4858 -9.58322 38.2071 
-13.0481 -8.21521 38.3671 
-12.5236 -6.89038 38.3104 
-11.9265 -5.64282 38.0579 
-11.2722 -4.4985 37.6362 
-10.5771 -3.47473 37.0749 
-9.85694 -2.5805 36.4037 
-9.12655 -1.81754 35.651 
-8.39928 -1.18178 34.8419 
-7.68653 -0.664871 33.9978 
-6.99774 -0.255716 33.136 
-6.34026 0.0582651 32.2702 
-5.71954 0.290101 31.4104 
-5.13929 0.452514 30.5637 
-4.60167 0.557415 29.7351 
-4.10758 0.615588 28.9273 
-3.65683 0.636547 28.142 
-3.24845 0.628496 27.3799 
-2.88082 0.598369 26.6409 
-2.55187 0.551919 25.9244 
-2.25924 0.493832 25.2298 
-2.00039 0.427851 24.5562 
-1.77272 0.356905 23.9027 
-1.57361 0.283224 23.2684 
-1.40052 0.208454 22.6525 
-1.25102 0.133754 22.0542 
-1.12283 0.059882 21.4727 
-1.0138 -0.0127287 20.9074 
-0.921992 -0.0839076 20.3577 
-0.845625 -0.153694 19.8231 
-0.783106 -0.222292 19.3029 
-0.73302 -0.290038 18.7969 
-0.694123 -0.357374 18.3046 
-0.665337 -0.424821 17.8255 
-0.645738 -0.492969 17.3594 
-0.634548 -0.562465 16.9059 
-0.631131 -0.634003 16.4648 
-0.634974 -0.708323 16.0357 
-0.645691 -0.786212 15.6185 
-0.663005 -0.868501 15.2128 
-0.686752 -0.956074 14.8186 
-0.716865 -1.04987 14.4356 
-0.753381 -1.1509 14.0637 
-0.796428 -1.26023 13.7028 
-0.846232 -1.37903 13.3529 
-0.90311 -1.50856 13.014 
-0.967476 -1.65019 12.6861 
-1.03984 -1.8054 12.3694 
-1.12081 -1.97582 12.0641 
-1.2111 -2.16324 11.7704 
-1.31153 -2.36962 11.4889 
-1.42305 -2.59709 11.2201 
-1.54671 -2.84801 10.9647 
-1.68373 -3.12496 10.7237 
-1.83543 -3.43076 10.4984 
-2.00332 -3.76849 10.2903 
-2.18905 -4.14148 10.1013 
-2.39445 -4.55336 9.93379 
-2.62153 -5.00799 9.79065 
-2.8725 -5.5095 9.67551 
-3.14976 -6.0622 9.59276 
-3.45588 -6.67056 9.54775 
-3.79364 -7.33906 9.54698 
-4.16597 -8.07205 9.59827 
-4.57589 -8.87352 9.71105 
-5.02653 -9.74676 9.89649 
-5.52095 -10.694 10.1679 
-6.06206 -11.7156 10.5406 
-6.65242 -12.8096 11.0324 
-7.29402 -13.9706 11.6635 
-7.9879 -15.1885 12.4561 
-8.73378 -16.4474 13.4337 
-9.52954 -17.7237 14.6205 
-10.3706 -18.9849 16.039 
-11.2492 -20.1885 17.7081 
-12.1539 -21.2808 19.6388 
-13.0685 -22.198 21.831 
-13.9719 -22.8682 24.2675 
-14.8382 -23.2159 26.9103 
-15.6365 -23.1691 29.6967 
-16.3329 -22.6688 32.5388 
-16.8919 -21.6796 35.3266 
-17.2797 -20.1993 37.9365 
-17.4673 -18.265 40.2437 
-17.434 -15.9539 42.1381 
-17.1701 -13.3766 43.5382 
-16.6784 -10.6634 44.4031 
-15.9742 -7.94871 44.735 
-15.0836 -5.35385 44.5767 
-14.0406 -2.97503 44.0007 
-12.8837 -0.876614 43.0968 
-11.6521 0.909402 41.9589 
-10.3832 2.37913 40.6744 
-9.10979 3.54999 39.3177 
-7.85939 4.45316 37.9473 
-6.65345 5.12696 36.6054 
-5.50761 5.61158 35.32 
-4.43227 5.9456 34.1074 
-3.43333 6.16384 32.9753 
-2.51305 6.29647 31.9252 
-1.67083 6.36876 30.9549 
-0.90394 6.40138 30.0597 
-0.20816 6.41089 29.234 
0.421735 6.41034 28.4719 
0.991568 6.40986 27.7677 
1.50745 6.41719 27.1165 
1.97556 6.43817 26.5137 
2.40196 6.47714 25.9557 
2.7925 6.53726 25.4397 
3.15271 6.62075 24.9634 
3.48777 6.72914 24.5254 
3.80252 6.86337 24.1246 
4.10135 7.02398 23.7606 
4.38832 7.21112 23.4336 
4.66707 7.42466 23.144 
4.94087 7.66421 22.8926 
5.21264 7.9291 22.6808 
5.48495 8.21839 22.5102 
5.76001 8.53086 22.3825 
6.03969 8.86494 22.3 
6.32551 9.21867 22.2648 
6.61865 9.58961 22.2796 
6.91991 9.97481 22.3468 
7.2297 10.3707 22.4691 
7.54804 10.773 22.6488 
7.87447 11.1767 22.8881 
8.2081 11.576 23.1888 
8.54749 11.9642 23.552 
8.89068 12.3337 23.9779 
9.23516 12.6765 24.4658 
9.57781 12.9835 25.0135 
9.91497 13.2454 25.6173 
10.2424 13.4528 26.2716 
10.5554 13.5965 26.9691 
10.8489 13.6678 27.7001 
11.1174 13.6593 28.4532 
11.3554 13.5654 29.215 
11.5576 13.3826 29.9707 
11.7188 13.1101 30.7046 
11.8344 12.75 31.4004 
11.9008 12.3075 32.0426 
11.9151 11.791 32.6163 
11.8757 11.2116 33.109 
11.7824 10.5823 33.5105 
11.6363 9.91815 33.8136 
11.4398 9.23458 34.0145 
11.1967 8.54712 34.1127 
10.9116 7.87044 34.1105 
10.5904 7.21771 34.0131 
10.2393 6.60019 33.828 
9.86486 6.02684 33.5638 
9.47392 5.50429 33.2303 
9.0731 5.03688 32.8378 
8.66871 4.62683 32.3963 
8.26658 4.27455 31.9153 
7.87195 3.97894 31.4036 
7.48939 3.73778 30.8693 
7.12281 3.54803 30.3193 
6.77539 3.40614 29.7596 
6.4497 3.30831 29.1952 
6.14767 3.25069 28.6305 
5.87069 3.22958 28.069 
5.61968 3.24148 27.5136 
5.39516 3.28325 26.9667 
5.19731 3.35212 26.4303 
5.02606 3.44569 25.906 
4.88112 3.56201 25.3954 
4.76208 3.6995 24.8997 
4.66842 3.85695 24.4202 
4.59959 4.03351 23.9578 
4.55502 4.22867 23.5138 
4.53414 4.44216 23.0894 
4.53646 4.67401 22.6857 
4.56151 4.92443 22.304 
4.60893 5.19382 21.9459 
4.67841 5.48269 21.6129 
4.76973 5.79166 21.3068 
4.88276 6.1214 21.0297 
5.01745 6.47255 20.7838 
5.17379 6.84571 20.5717 
5.35186 7.24133 20.396 
5.55172 7.65966 20.2601 
5.77347 8.10066 20.1672 
6.01717 8.56389 20.1212 
6.28279 9.04841 20.1261 
6.57022 9.55265 20.1863 
6.87914 10.0742 20.3063 
7.20901 10.6099 20.4909 
7.55898 11.1553 20.7447 
7.92778 11.7047 21.0724 
8.31368 12.2511 21.478 
8.71438 12.786 21.9649 
9.12689 13.2993 22.5355 
9.54748 13.7793 23.1906 
